[2024-08-16T18:07:59.979052Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Initiating pyFlow run
[2024-08-16T18:07:59.981005Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] pyFlowClientWorkflowClass: StrelkaSomaticWorkflow
[2024-08-16T18:07:59.981794Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] pyFlowVersion: 1.1.20
[2024-08-16T18:07:59.982553Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] pythonVersion: 2.7.12.final.0
[2024-08-16T18:07:59.983250Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] WorkingDir: '/coh_labs/dits/rayyan/Projects/GATK-pipeline/GATK_somatic'
[2024-08-16T18:07:59.983956Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] ProcessCmdLine: '/coh_labs/dits/rayyan/Data/C083-000002/AnalysisData_TumorDNA/runWorkflow.py --mode local --jobs 8'
[2024-08-16T18:07:59.984763Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] mode: local
[2024-08-16T18:07:59.985526Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] nCores: 8
[2024-08-16T18:07:59.986313Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] memMb: 515437
[2024-08-16T18:07:59.987026Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] dataDir: /coh_labs/dits/rayyan/Data/C083-000002/AnalysisData_TumorDNA/workspace/pyflow.data
[2024-08-16T18:07:59.987808Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] isDryRun: False
[2024-08-16T18:07:59.988580Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] isContinue: False
[2024-08-16T18:07:59.989348Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] isForceContinue: True
[2024-08-16T18:07:59.990129Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] mailTo: ''
[2024-08-16T18:07:59.991303Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:masterWorkflow] Starting task specification for master workflow
[2024-08-16T18:07:59.992280Z] [g-c-1-4-05.cm.cluster] [2114669_1] [StrelkaSomaticWorkflow] Initiating Strelka somatic workflow version: 2.9.10
[2024-08-16T18:20:00.690740Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_321_chr15_GL383554v1_alt_0000] Task initiated on local node
[2024-08-16T18:20:00.748410Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_321_chr15_GL383554v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:00.756205Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_009_chr10_0003' from sub-workflow 'CallGenome'
[2024-08-16T18:20:00.763061Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_009_chr10_0003] Task initiated on local node
[2024-08-16T18:20:08.630936Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_022_chrX_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:08.653696Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_179_chrUn_KI270747v1_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:08.702667Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_179_chrUn_KI270747v1_0000] Task initiated on local node
[2024-08-16T18:20:09.019113Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_179_chrUn_KI270747v1_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:09.027861Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_022_chrX_0004' from sub-workflow 'CallGenome'
[2024-08-16T18:20:09.040270Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_022_chrX_0004] Task initiated on local node
[2024-08-16T18:20:12.497923Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_007_chr8_0002' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:12.506499Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_003_chr4_0006' from sub-workflow 'CallGenome'
[2024-08-16T18:20:12.514094Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_003_chr4_0006] Task initiated on local node
[2024-08-16T18:20:15.693976Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_010_chr11_0002' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:15.701401Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_010_chr11_0002' from sub-workflow 'CallGenome'
[2024-08-16T18:20:15.709073Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_010_chr11_0002] Task initiated on local node
[2024-08-16T18:20:15.766705Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_010_chr11_0002' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:15.774967Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_096_chrUn_KI270438v1_0000_to_chromId_103_chrUn_KI270512v1_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:15.783370Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_096_chrUn_KI270438v1_0000_to_chromId_103_chrUn_KI270512v1_0000] Task initiated on local node
[2024-08-16T18:20:16.340956Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_096_chrUn_KI270438v1_0000_to_chromId_103_chrUn_KI270512v1_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:16.357536Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_006_chr7_0001' from sub-workflow 'CallGenome'
[2024-08-16T18:20:16.403250Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_006_chr7_0001] Task initiated on local node
[2024-08-16T18:20:21.516667Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_007_chr8_0012' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:21.523895Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_010_chr11_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:21.531817Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_010_chr11_0000] Task initiated on local node
[2024-08-16T18:20:22.490788Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_009_chr10_0003' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:22.499243Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_2678_chrUn_JTFH01001836v1_decoy_0000_to_chromId_2745_chrUn_JTFH01001903v1_decoy_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:22.507397Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_2678_chrUn_JTFH01001836v1_decoy_0000_to_chromId_2745_chrUn_JTFH01001903v1_decoy_0000] Task initiated on local node
[2024-08-16T18:20:23.816093Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_2678_chrUn_JTFH01001836v1_decoy_0000_to_chromId_2745_chrUn_JTFH01001903v1_decoy_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:23.823287Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_2678_chrUn_JTFH01001836v1_decoy_0000_to_chromId_2745_chrUn_JTFH01001903v1_decoy_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:23.830995Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_2678_chrUn_JTFH01001836v1_decoy_0000_to_chromId_2745_chrUn_JTFH01001903v1_decoy_0000] Task initiated on local node
[2024-08-16T18:20:23.888120Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_2678_chrUn_JTFH01001836v1_decoy_0000_to_chromId_2745_chrUn_JTFH01001903v1_decoy_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:23.895902Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_349_chr18_GL383569v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:23.902724Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_349_chr18_GL383569v1_alt_0000] Task initiated on local node
[2024-08-16T18:20:24.111106Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_349_chr18_GL383569v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:24.118680Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_296_chr12_GL877875v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:24.125904Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_296_chr12_GL877875v1_alt_0000] Task initiated on local node
[2024-08-16T18:20:24.333741Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_296_chr12_GL877875v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:24.334775Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_006_chr7_0002' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:24.342323Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_236_chr4_KI270786v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:24.343481Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_233_chr4_GL383527v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:24.350417Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_236_chr4_KI270786v1_alt_0000] Task initiated on local node
[2024-08-16T18:20:24.359088Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_233_chr4_GL383527v1_alt_0000] Task initiated on local node
[2024-08-16T18:20:24.408207Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_236_chr4_KI270786v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:24.409036Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_233_chr4_GL383527v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:24.416500Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_334_chr17_KI270857v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:24.417426Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_007_chr8_0004' from sub-workflow 'CallGenome'
[2024-08-16T18:20:24.425155Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_007_chr8_0004] Task initiated on local node
[2024-08-16T18:20:24.433177Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_334_chr17_KI270857v1_alt_0000] Task initiated on local node
[2024-08-16T18:20:24.882822Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_334_chr17_KI270857v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:24.890397Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_417_chr19_KI270914v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:24.897908Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_417_chr19_KI270914v1_alt_0000] Task initiated on local node
[2024-08-16T18:20:25.155531Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_417_chr19_KI270914v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:25.163341Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_413_chr18_KI270911v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:25.170522Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_413_chr18_KI270911v1_alt_0000] Task initiated on local node
[2024-08-16T18:20:25.228172Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_413_chr18_KI270911v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:25.235675Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_431_chr11_KI270927v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:25.243113Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_431_chr11_KI270927v1_alt_0000] Task initiated on local node
[2024-08-16T18:20:25.550930Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_431_chr11_KI270927v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:25.558724Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_015_chr16_0002' from sub-workflow 'CallGenome'
[2024-08-16T18:20:25.566303Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_015_chr16_0002] Task initiated on local node
[2024-08-16T18:20:30.880068Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_008_chr9_0011' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:30.887629Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_003_chr4_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:30.895574Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_003_chr4_0000] Task initiated on local node
[2024-08-16T18:20:42.517275Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_003_chr4_0006' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:42.530224Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_006_chr7_0006' from sub-workflow 'CallGenome'
[2024-08-16T18:20:42.537360Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_006_chr7_0006] Task initiated on local node
[2024-08-16T18:20:44.747729Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_021_chr22_0002' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:44.755016Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_357_chr19_GL383574v1_alt_0000_to_chromId_358_chr19_KI270866v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:44.762730Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_357_chr19_GL383574v1_alt_0000_to_chromId_358_chr19_KI270866v1_alt_0000] Task initiated on local node
[2024-08-16T18:20:45.020241Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_357_chr19_GL383574v1_alt_0000_to_chromId_358_chr19_KI270866v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:45.027979Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_017_chr18_0001' from sub-workflow 'CallGenome'
[2024-08-16T18:20:45.035714Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_017_chr18_0001] Task initiated on local node
[2024-08-16T18:20:49.948875Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_007_chr8_0004' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:49.956495Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_359_chr19_KI270867v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:49.964486Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_359_chr19_KI270867v1_alt_0000] Task initiated on local node
[2024-08-16T18:20:50.171985Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_359_chr19_KI270867v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:50.180393Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_229_chr4_GL383528v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:50.188045Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_229_chr4_GL383528v1_alt_0000] Task initiated on local node
[2024-08-16T18:20:50.245287Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_229_chr4_GL383528v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:50.253670Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_400_chr8_KI270901v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:50.261221Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_400_chr8_KI270901v1_alt_0000] Task initiated on local node
[2024-08-16T18:20:50.318516Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_400_chr8_KI270901v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:50.326715Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_404_chr12_KI270904v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:50.333951Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_404_chr12_KI270904v1_alt_0000] Task initiated on local node
[2024-08-16T18:20:50.541856Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_404_chr12_KI270904v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:50.550012Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_053_chr16_KI270728v1_random_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:50.557729Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_053_chr16_KI270728v1_random_0000] Task initiated on local node
[2024-08-16T18:20:50.614886Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_053_chr16_KI270728v1_random_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:50.623053Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_191_chrUn_KI270742v1_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:50.630519Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_191_chrUn_KI270742v1_0000] Task initiated on local node
[2024-08-16T18:20:50.687888Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_191_chrUn_KI270742v1_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:50.696129Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_407_chr17_KI270907v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:50.720461Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_407_chr17_KI270907v1_alt_0000] Task initiated on local node
[2024-08-16T18:20:50.778459Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_407_chr17_KI270907v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:50.786554Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_371_chr21_KI270872v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:50.806666Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_371_chr21_KI270872v1_alt_0000] Task initiated on local node
[2024-08-16T18:20:50.864386Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_371_chr21_KI270872v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:50.872645Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_000_chr1_0012' from sub-workflow 'CallGenome'
[2024-08-16T18:20:50.879962Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_000_chr1_0012] Task initiated on local node
[2024-08-16T18:20:50.937787Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_000_chr1_0012' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:50.945442Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_432_chr19_GL949748v2_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:50.952742Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_432_chr19_GL949748v2_alt_0000] Task initiated on local node
[2024-08-16T18:20:51.210637Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_432_chr19_GL949748v2_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:51.218168Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_432_chr19_GL949748v2_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:51.225931Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_432_chr19_GL949748v2_alt_0000] Task initiated on local node
[2024-08-16T18:20:51.283177Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_432_chr19_GL949748v2_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:51.291240Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_022_chrX_0005' from sub-workflow 'CallGenome'
[2024-08-16T18:20:51.298620Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_022_chrX_0005] Task initiated on local node
[2024-08-16T18:20:57.414299Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_022_chrX_0004' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:57.421558Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_335_chr17_JH159146v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:57.429224Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_335_chr17_JH159146v1_alt_0000] Task initiated on local node
[2024-08-16T18:20:57.636698Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_335_chr17_JH159146v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:57.643801Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_425_chr19_KI270922v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:57.652094Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_425_chr19_KI270922v1_alt_0000] Task initiated on local node
[2024-08-16T18:20:57.859259Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_425_chr19_KI270922v1_alt_0000' launched from sub-workflow 'CallGenome'
